Name,School,Gender,Role,Total Citations,Earliest Pub,Cit rank,YO rank,AvCit,AvAge,PR value,age,citperyear
Graeme Milton,University of Utah,Male,Professor,1096,1982,0.708,0.684,0.403275862,0.522517241,0.771794364,39,28.1025641
Firas Rassoul-Agha,University of Utah,Male,Professor,346,2003,0.339,0.082,0.403275862,0.522517241,0.771794364,18,19.22222222
Gordan Savin,University of Utah,Male,Professor,565,1988,0.485,0.5,0.403275862,0.522517241,0.771794364,33,17.12121212
Karl Schwede,University of Utah,Male,Professor,664,2005,0.55,0.041,0.403275862,0.522517241,0.771794364,16,41.5
Anurag Singh,University of Utah,Male,Professor,382,1998,0.365,0.209,0.403275862,0.522517241,0.771794364,23,16.60869565
Nathan Smale,University of Utah,Male,Professor,57,1987,0.059,0.53,0.403275862,0.522517241,0.771794364,34,1.676470588
Peter Trapa,University of Utah,Male,Professor,219,1993,0.216,0.363,0.403275862,0.522517241,0.771794364,28,7.821428571
Andejs Treibergs,University of Utah,Male,Professor,272,1980,0.269,0.739,0.403275862,0.522517241,0.771794364,41,6.634146341
Don Tucker,University of Utah,Male,Professor,46,1958,0.052,0.995,0.403275862,0.522517241,0.771794364,63,0.73015873
Quo-Shin Chi,Washington University in St Louis,Male,Professor,316,1986,0.311,0.564,0.3276,0.422133333,0.776058117,35,9.028571429
Renato Feres,Washington University in St Louis,Male,Professor,163,1989,0.15,0.469,0.3276,0.422133333,0.776058117,32,5.09375
José Figueroa-López,Washington University in St Louis,Male,Professor,235,2000,0.235,0.147,0.3276,0.422133333,0.776058117,21,11.19047619
Matthew Kerr,Washington University in St Louis,Male,Professor,278,2003,0.277,0.082,0.3276,0.422133333,0.776058117,18,15.44444444
Steven G. Krantz,Washington University in St Louis,Male,Professor,3206,1974,0.926,0.869,0.3276,0.422133333,0.776058117,47,68.21276596
N. Mohan Kumar,Washington University in St Louis,Male,Professor,246,1977,0.247,0.805,0.3276,0.422133333,0.776058117,44,5.590909091
Soumendra Lahiri,Washington University in St Louis,Male,Professor,759,1989,0.597,0.469,0.3276,0.422133333,0.776058117,32,23.71875
Nan Lin,Washington University in St Louis,Male,Professor,41,2003,0.046,0.082,0.3276,0.422133333,0.776058117,18,2.277777778
John E. McCarthy,Washington University in St Louis,Male,Professor,820,1989,0.62,0.469,0.3276,0.422133333,0.776058117,32,25.625
Rachel Roberts,Washington University in St Louis,Female,Professor,194,1992,0.182,0.387,0.3276,0.422133333,0.776058117,29,6.689655172
John Shareshian,Washington University in St Louis,Male,Professor,376,1996,0.361,0.278,0.3276,0.422133333,0.776058117,25,15.04
Edward Spitznagel,Washington University in St Louis,Male,Professor,18,1965,0.024,0.974,0.3276,0.422133333,0.776058117,56,0.321428571
Xiang Tang,Washington University in St Louis,Male,Professor,271,2002,0.268,0.103,0.3276,0.422133333,0.776058117,19,14.26315789
Brett Wick,Washington University in St Louis,Male,Professor,478,2005,0.431,0.041,0.3276,0.422133333,0.776058117,16,29.875
Mladen Wickerhauser,Washington University in St Louis,Male,Professor,238,1985,0.239,0.593,0.3276,0.422133333,0.776058117,36,6.611111111
Michael Anshelevich,Texas A and M,Male,Professor,3322,1999,0.932,0.172,0.579529412,0.541313725,1.070598037,22,151
Guy Battle,Texas A and M,Male,Professor,118,1977,0.114,0.805,0.579529412,0.541313725,1.070598037,44,2.681818182
Gregory Berkolaiko,Texas A and M,Male,Professor,540,1995,0.475,0.304,0.579529412,0.541313725,1.070598037,26,20.76923077
Harold Boas,Texas A and M,Male,Professor,661,1980,0.548,0.739,0.579529412,0.541313725,1.070598037,41,16.12195122
Andrea Bonito,Texas A and M,Male,Professor,386,2006,0.37,0.027,0.579529412,0.541313725,1.070598037,15,25.73333333
Goong Chen,Texas A and M,Male,Professor,1289,1973,0.753,0.885,0.579529412,0.541313725,1.070598037,48,26.85416667
Prabir Daripa,Texas A and M,Male,Professor,204,1984,0.197,0.622,0.579529412,0.541313725,1.070598037,37,5.513513514
Alan Demlow,Texas A and M,Male,Professor,392,2002,0.373,0.103,0.579529412,0.541313725,1.070598037,19,20.63157895
Ronald DeVore,Texas A and M,Male,Professor,6249,1966,0.983,0.966,0.579529412,0.541313725,1.070598037,55,113.6181818
Ken Dykema,Texas A and M,Male,Professor,1905,1992,0.85,0.387,0.579529412,0.541313725,1.070598037,29,65.68965517
Yalchin Efendiev,Texas A and M,Male,Professor,2306,1994,0.878,0.334,0.579529412,0.541313725,1.070598037,27,85.40740741
Tamás Erdélyi,Texas A and M,Male,Professor,1299,1987,0.755,0.53,0.579529412,0.541313725,1.070598037,34,38.20588235
Simon Foucart,Texas A and M,Male,Professor,641,2004,0.536,0.061,0.579529412,0.541313725,1.070598037,17,37.70588235
Stephen Fulling,Texas A and M,Male,Professor,462,1974,0.418,0.869,0.579529412,0.541313725,1.070598037,47,9.829787234
Rostislav Grigorchuk,Texas A and M,Male,Professor,2516,1977,0.893,0.805,0.579529412,0.541313725,1.070598037,44,57.18181818
Jean-Luc Guermond,Texas A and M,Male,Professor,3225,1987,0.929,0.53,0.579529412,0.541313725,1.070598037,34,94.85294118
Peter Howard,Texas A and M,Male,Professor,506,1998,0.45,0.209,0.579529412,0.541313725,1.070598037,23,22
Roger Howe,Texas A and M,Male,Professor,2504,1969,0.892,0.939,0.579529412,0.541313725,1.070598037,52,48.15384615
Bill Johnson,Texas A and M,Male,Professor,2601,1969,0.901,0.939,0.579529412,0.541313725,1.070598037,52,50.01923077
David Kerr,Texas A and M,Male,Professor,465,1995,0.422,0.304,0.579529412,0.541313725,1.070598037,26,17.88461538
Peter Kuchment,Texas A and M,Male,Professor,2792,1971,0.911,0.913,0.579529412,0.541313725,1.070598037,50,55.84
Joseph Landsberg,Texas A and M,Male,Professor,1361,1990,0.766,0.436,0.579529412,0.541313725,1.070598037,31,43.90322581
David Larson,Texas A and M,Male,Professor,1752,1976,0.83,0.823,0.579529412,0.541313725,1.070598037,45,38.93333333
Raytcho Lazarov,Texas A and M,Male,Professor,2572,1971,0.898,0.913,0.579529412,0.541313725,1.070598037,50,51.44
Paulo Lima-Filho,Texas A and M,Male,Professor,179,1992,0.166,0.387,0.579529412,0.541313725,1.070598037,29,6.172413793
Riad Masri,Texas A and M,Male,Professor,96,2004,0.092,0.061,0.579529412,0.541313725,1.070598037,17,5.647058824
Laura Felicia Matusevic,Texas A and M,Female,Professor,144,1998,0.134,0.209,0.579529412,0.541313725,1.070598037,23,6.260869565
Francis Narcowich,Texas A and M,Male,Professor,1325,1974,0.761,0.869,0.579529412,0.541313725,1.070598037,47,28.19148936
Volodymyr Nekrashevych,Texas A and M,Male,Professor,932,1995,0.655,0.304,0.579529412,0.541313725,1.070598037,26,35.84615385
Lee Panetta,Texas A and M,Male,Professor,5,1988,0.012,0.5,0.579529412,0.541313725,1.070598037,33,0.151515152
Grigoris Paouris,Texas A and M,Male,Professor,679,2000,0.561,0.147,0.579529412,0.541313725,1.070598037,21,32.33333333
Matthew Papanikolas,Texas A and M,Male,Professor,250,1998,0.252,0.209,0.579529412,0.541313725,1.070598037,23,10.86956522
Joe Pasciak,Texas A and M,Male,Professor,2805,1977,0.912,0.805,0.579529412,0.541313725,1.070598037,44,63.75
Guergana Petrova,Texas A and M,Female,Professor,861,1997,0.634,0.24,0.579529412,0.541313725,1.070598037,24,35.875
Gilles Pisier,Texas A and M,Male,Professor,4869,1973,0.964,0.885,0.579529412,0.541313725,1.070598037,48,101.4375
Bojan Popov,Texas A and M,Male,Professor,412,1994,0.39,0.334,0.579529412,0.541313725,1.070598037,27,15.25925926
Kumbakonam Rajagopal,Texas A and M,Male,Professor,2335,1979,0.88,0.76,0.579529412,0.541313725,1.070598037,42,55.5952381
J.N. Reddy,Texas A and M,Male,Professor,607,1974,0.512,0.869,0.579529412,0.541313725,1.070598037,47,12.91489362
J Maurice Rojas,Texas A and M,Male,Professor,242,1994,0.242,0.334,0.579529412,0.541313725,1.070598037,27,8.962962963
Eric Rowell,Texas A and M,Male,Professor,313,2003,0.31,0.082,0.579529412,0.541313725,1.070598037,18,17.38888889
William Rundell,Texas A and M,Male,Professor,1226,1974,0.739,0.869,0.579529412,0.541313725,1.070598037,47,26.08510638
Thomas Schlumprecht,Texas A and M,Male,Professor,919,1989,0.651,0.469,0.579529412,0.541313725,1.070598037,32,28.71875
John Slattery,Texas A and M,Male,Professor,37,1964,0.043,0.978,0.579529412,0.541313725,1.070598037,57,0.649122807
Roger Smith,Texas A and M,Male,Professor,983,1977,0.671,0.805,0.579529412,0.541313725,1.070598037,44,22.34090909
Frank Sottile,Texas A and M,Male,Professor,1188,1994,0.732,0.334,0.579529412,0.541313725,1.070598037,27,44
Peter Stiller,Texas A and M,Male,Professor,97,1977,0.093,0.805,0.579529412,0.541313725,1.070598037,44,2.204545455
Emil Straube,Texas A and M,Male,Professor,748,1981,0.592,0.714,0.579529412,0.541313725,1.070598037,40,18.7
Joe Ward,Texas A and M,Male,Professor,1609,1973,0.811,0.885,0.579529412,0.541313725,1.070598037,48,33.52083333
Sarah Witherspoon,Texas A and M,Female,Professor,644,1994,0.537,0.334,0.579529412,0.541313725,1.070598037,27,23.85185185
Catherine Yan,Texas A and M,Female,Professor,573,1997,0.492,0.24,0.579529412,0.541313725,1.070598037,24,23.875
Jianxin Zhou,Texas A and M,Male,Professor,889,1986,0.644,0.564,0.579529412,0.541313725,1.070598037,35,25.4
Amod Agashe,Florida State Universty,Male,Professor,132,1999,0.125,0.172,0.273428571,0.484857143,0.563936358,22,6
Ettore Aldrovandi,Florida State Universty,Male,Professor,58,1990,0.061,0.436,0.273428571,0.484857143,0.563936358,31,1.870967742
Paolo Aluffi,Florida State Universty,Male,Professor,548,1987,0.479,0.53,0.273428571,0.484857143,0.563936358,34,16.11764706
Richard Bertram,Florida State Universty,Male,Professor,82,1993,0.079,0.363,0.273428571,0.484857143,0.563936358,28,2.928571429
Phillip Bowers,Florida State Universty,Male,Professor,218,1982,0.214,0.684,0.273428571,0.484857143,0.563936358,39,5.58974359
Nick Cogan,Florida State Universty,Male,Professor,122,2003,0.117,0.082,0.273428571,0.484857143,0.563936358,18,6.777777778
Sergio Fenley,Florida State Universty,Male,Professor,304,1989,0.302,0.469,0.273428571,0.484857143,0.563936358,32,9.5
Kyle Gallivan,Florida State Universty,Male,Professor,52,1982,0.054,0.684,0.273428571,0.484857143,0.563936358,39,1.333333333
Wolfgang HeIl,Florida State Universty,Male,Professor,179,1969,0.166,0.939,0.273428571,0.484857143,0.563936358,52,3.442307692
Mark van Hoeij,Florida State Universty,Male,Professor,416,1994,0.396,0.334,0.273428571,0.484857143,0.563936358,27,15.40740741
Sam Huckaba,Florida State Universty,Male,Professor,291,1986,0.29,0.564,0.273428571,0.484857143,0.563936358,35,8.314285714
Monica Hurdal,Florida State Universty,Female,Professor,22,1999,0.03,0.172,0.273428571,0.484857143,0.563936358,22,1
M Yousuff Hussaini,Florida State Universty,Male,Professor,2491,1971,0.891,0.913,0.273428571,0.484857143,0.563936358,50,49.82
Alec Kercheval,Florida State Universty,Male,Professor,198,1986,0.188,0.564,0.273428571,0.484857143,0.563936358,35,5.657142857
Kyounghee Kim,Florida State Universty,Female,Professor,170,1999,0.158,0.172,0.273428571,0.484857143,0.563936358,22,7.727272727
Eric Klassen,Florida State Universty,Male,Professor,325,1986,0.319,0.564,0.273428571,0.484857143,0.563936358,35,9.285714286
Washington Mio,Florida State Universty,Male,Professor,113,1984,0.109,0.622,0.273428571,0.484857143,0.563936358,37,3.054054054
Zlad Musslimani,Florida State Universty,Male,Professor,196,1998,0.185,0.209,0.273428571,0.484857143,0.563936358,23,8.52173913
Craig Nolder,Florida State Universty,Male,Professor,323,1985,0.316,0.593,0.273428571,0.484857143,0.563936358,36,8.972222222
Mark Sussman,Florida State Universty,Male,Professor,1758,1994,0.831,0.334,0.273428571,0.484857143,0.563936358,27,65.11111111
Christopher Tam,Florida State Universty,Male,Professor,479,1978,0.432,0.782,0.273428571,0.484857143,0.563936358,43,11.13953488
Frank Baginski,George Washington University,Male,Professor,29,1985,0.036,0.593,0.3667,0.6556,0.55933496,36,0.805555556
Joseph Bonin,George Washington University,Male,Professor,219,1989,0.216,0.469,0.3667,0.6556,0.55933496,32,6.84375
Murli Gupta,George Washington University,Male,Professor,405,1971,0.384,0.913,0.3667,0.6556,0.55933496,50,8.1
Valentina Haizanov,George Washington University,Female,Professor,414,1981,0.392,0.714,0.3667,0.6556,0.55933496,40,10.35
Hugo Junghenn,George Washington University,Male,Professor,285,1971,0.283,0.913,0.3667,0.6556,0.55933496,50,5.7
Jozef H Przytcki,George Washington University,Male,Professor,1431,1978,0.781,0.782,0.3667,0.6556,0.55933496,43,33.27906977
E Arthur Robinson Jr,George Washington University,Male,Professor,254,1983,0.255,0.652,0.3667,0.6556,0.55933496,38,6.684210526
Xiaofeng Ren,George Washington University,Male,Professor,1225,1993,0.738,0.363,0.3667,0.6556,0.55933496,28,43.75
Bill Schmitt,George Washington University,Male,Professor,217,1986,0.213,0.564,0.3667,0.6556,0.55933496,35,6.2
Daniel Ullman,George Washington University,Male,Professor,385,1985,0.369,0.593,0.3667,0.6556,0.55933496,36,10.69444444
Jeanne Niesen Clelland,University of Colorado Boulder,Female,Professor,66,1996,0.065,0.278,0.3385,0.585357143,0.578279439,25,2.64
Peter D.T.A. Elliot,University of Colorado Boulder,Male,Professor,666,1965,0.551,0.974,0.3385,0.585357143,0.578279439,56,11.89285714
Carla Farsi,University of Colorado Boulder,Female,Professor,169,1989,0.157,0.469,0.3385,0.585357143,0.578279439,32,5.28125
Jeffrey S. Fox,University of Colorado Boulder,Male,Professor,48,1983,0.052,0.652,0.3385,0.585357143,0.578279439,38,1.263157895
Alexander Gorokhovsky,University of Colorado Boulder,Male,Professor,1622,1998,0.814,0.209,0.3385,0.585357143,0.578279439,23,70.52173913
David Grant,University of Colorado Boulder,Male,Professor,208,1985,0.201,0.593,0.3385,0.585357143,0.578279439,36,5.777777778
Richard Green,University of Colorado Boulder,Male,Professor,405,1996,0.384,0.278,0.3385,0.585357143,0.578279439,25,16.2
Karl Gustafson,University of Colorado Boulder,Male,Professor,799,1965,0.614,0.974,0.3385,0.585357143,0.578279439,56,14.26785714
Keith Kearnes,University of Colorado Boulder,Male,Professor,415,1988,0.395,0.5,0.3385,0.585357143,0.578279439,33,12.57575758
Judith Packer,University of Colorado Boulder,Female,Professor,523,1982,0.462,0.684,0.3385,0.585357143,0.578279439,39,13.41025641
Markus Pflaum,University of Colorado Boulder,Male,Professor,355,1994,0.345,0.334,0.3385,0.585357143,0.578279439,27,13.14814815
Eric Stade,University of Colorado Boulder,Male,Professor,167,1988,0.155,0.5,0.3385,0.585357143,0.578279439,33,5.060606061
Agnes Szendrei,University of Colorado Boulder,Female,Professor,406,1976,0.386,0.823,0.3385,0.585357143,0.578279439,45,9.022222222
Martin Walter,University of Colorado Boulder,Male,Professor,170,1970,0.158,0.927,0.3385,0.585357143,0.578279439,51,3.333333333
Jintai Ding,University of Cincinatti,Male,Professor,342,1993,0.336,0.363,0.330142857,0.556857143,0.592868138,28,12.21428571
Donald A French,University of Cincinatti,Male,Professor,601,1985,0.506,0.593,0.330142857,0.556857143,0.592868138,36,16.69444444
Michael Goldberg,University of Cincinatti,Male,Professor,510,2001,0.454,0.124,0.330142857,0.556857143,0.592868138,20,25.5
David A Herron,University of Cincinatti,Male,Professor,267,1984,0.264,0.622,0.330142857,0.556857143,0.592868138,37,7.216216216
Timothy J Hodges,University of Cincinatti,Male,Professor,316,1981,0.311,0.714,0.330142857,0.556857143,0.592868138,40,7.9
Victor Kaftal,University of Cincinatti,Male,Professor,302,1977,0.299,0.805,0.330142857,0.556857143,0.592868138,44,6.863636364
Phiip Korman,University of Cincinatti,Male,Professor,850,1981,0.63,0.714,0.330142857,0.556857143,0.592868138,40,21.25
Sookkyung Lim,University of Cincinatti,Female,Professor,72,2003,0.073,0.082,0.330142857,0.556857143,0.592868138,18,4
Costel Peligrad,University of Cincinatti,Male,Professor,102,1973,0.097,0.885,0.330142857,0.556857143,0.592868138,48,2.125
Magda Peligrad,University of Cincinatti,Female,Professor,1026,1974,0.685,0.869,0.330142857,0.556857143,0.592868138,47,21.82978723
Stephan Pelikan,University of Cincinatti,Male,Professor,180,1983,0.168,0.652,0.330142857,0.556857143,0.592868138,38,4.736842105
Dan Ralescu,University of Cincinatti,Male,Professor,401,1974,0.38,0.869,0.330142857,0.556857143,0.592868138,47,8.531914894
Nageswari Shanmugalingam,University of Cincinatti,Female,Professor,1695,1999,0.821,0.172,0.330142857,0.556857143,0.592868138,22,77.04545455
Siva Sivaganesan,University of Cincinatti,Male,Professor,41,1986,0.046,0.564,0.330142857,0.556857143,0.592868138,35,1.171428571
Seongho Song,University of Cincinatti,Male,Professor,4,1998,0.01,0.209,0.330142857,0.556857143,0.592868138,23,0.173913043
Srdjan Stojanovic,University of Cincinatti,Male,Professor,102,1974,0.097,0.869,0.330142857,0.556857143,0.592868138,47,2.170212766
Benjamin L Vaughan,University of Cincinatti,Male,Professor,27,2006,0.034,0.027,0.330142857,0.556857143,0.592868138,15,1.8
Gary Weiss,University of Cincinatti,Male,Professor,352,1975,0.343,0.846,0.330142857,0.556857143,0.592868138,46,7.652173913
Bingyu Zhang,University of Cincinatti,Male,Professor,1273,1984,0.75,0.622,0.330142857,0.556857143,0.592868138,37,34.40540541
Shuang Zhang,University of Cincinatti,Male,Professor,578,1988,0.494,0.5,0.330142857,0.556857143,0.592868138,33,17.51515152
Ning Zhong,University of Cincinatti,Female,Professor,146,1985,0.135,0.593,0.330142857,0.556857143,0.592868138,36,4.055555556
Ian Aberbach,University of Missouri,Male,Professor,324,1990,0.316,0.436,0.396416667,0.49025,0.808601054,31,10.4516129
Nakhle Asmar,University of Missouri,Male,Professor,84,1986,0.081,0.564,0.396416667,0.49025,0.808601054,35,2.4
William Banks,University of Missouri,Male,Professor,620,1994,0.522,0.334,0.396416667,0.49025,0.808601054,27,22.96296296
Pete Casazza,University of Missouri,Male,Professor,2738,1972,0.906,0.897,0.396416667,0.49025,0.808601054,49,55.87755102
Tanya Christianen,University of Missouri,Female,Professor,220,1993,0.218,0.363,0.396416667,0.49025,0.808601054,28,7.857142857
Dale Cutkosky,University of Missouri,Male,Professor,913,1985,0.65,0.593,0.396416667,0.49025,0.808601054,36,25.36111111
Stamatis Dostoglou,University of Missouri,Male,Professor,128,1990,0.121,0.436,0.396416667,0.49025,0.808601054,31,4.129032258
Dan Edidin,University of Missouri,Male,Professor,740,1991,0.589,0.414,0.396416667,0.49025,0.808601054,30,24.66666667
Loukas Grafakos,University of Missouri,Male,Professor,3800,1989,0.946,0.469,0.396416667,0.49025,0.808601054,32,118.75
Giovanna Guidoboni,University of Missouri,Female,Professor,218,2002,0.214,0.103,0.396416667,0.49025,0.808601054,19,11.47368421
Adam Helfer,University of Missouri,Male,Professor,55,1983,0.057,0.652,0.396416667,0.49025,0.808601054,38,1.447368421
Steve Hofmann,University of Missouri,Male,Professor,1997,1988,0.86,0.5,0.396416667,0.49025,0.808601054,33,60.51515152
Alexander Koldobsky,University of Missouri,Male,Professor,1210,1979,0.735,0.76,0.396416667,0.49025,0.808601054,42,28.80952381
Charles Li,University of Missouri,Male,Professor,380,1989,0.362,0.469,0.396416667,0.49025,0.808601054,32,11.875
Konstantin Makarov,University of Missouri,Male,Professor,572,1985,0.49,0.593,0.396416667,0.49025,0.808601054,36,15.88888889
Stephen Montgomery-Smith,University of Missouri,Male,Professor,805,1989,0.618,0.469,0.396416667,0.49025,0.808601054,32,25.15625
Carlo Morpurgo,University of Missouri,Male,Professor,186,1993,0.175,0.363,0.396416667,0.49025,0.808601054,28,6.642857143
Michael Pang,University of Missouri,Male,Professor,203,1987,0.195,0.53,0.396416667,0.49025,0.808601054,34,5.970588235
Zhenbo Qin,University of Missouri,Male,Professor,398,1990,0.379,0.436,0.396416667,0.49025,0.808601054,31,12.83870968
Hema Srinivasan,University of Missouri,Female,Professor,247,1986,0.248,0.564,0.396416667,0.49025,0.808601054,35,7.057142857
